Word	Frequency	Diversity	Clusters	Synsets
pa	21	0.1734976174442439	6	5
dream	21	0.2189699861217193	5	8
bow	21	0.32644220639965016	4	14
subtle	21	0.23587893721709227	5	3
romeo	21	0.14624879350908931	8	1
saint	21	0.22487590474739474	9	5
equity	21	0.2030161944333157	5	3
embassy	21	0.17312446739416695	5	2
core	21	0.32718819196928656	6	11
republic	21	0.22648016689319025	5	2
manager	21	0.2319620351806222	5	2
facility	21	0.2676876528452554	4	5
collector	21	0.20108750246014703	1	4
cloud	21	0.18914882578853315	5	14
machinery	21	0.2451190492772127	8	2
motor	21	0.2531452360410204	5	5
thank	21	0.18675307520285192	6	1
unknown	21	0.241853135615875	6	8
groove	21	0.1743616881966453	7	5
employee	21	0.24401208312022651	5	1
frequency	21	0.20610155921333786	5	3
rapid	21	0.3088274294307355	4	3
conductor	21	0.22781804549175538	6	4
marxist	20	0.2142702227167954	6	3
exclude	20	0.2688025588816986	4	5
relevant	20	0.2941261487876461	4	1
appro	20	0.2931963350992978	5	1
clergy	20	0.20108049003716344	6	1
suggestion	20	0.19082903430941406	4	6
combination	20	0.2669720563817009	6	7
museum	20	0.23402055033105604	5	1
contrary	20	0.24796705264537114	4	7
permanent	20	0.35199592081599085	5	3
merchant	20	0.2511944205430049	4	1
lodge	20	0.2951284075589537	3	10
seize	20	0.28226997151007444	6	8
absence	20	0.19253062205172036	5	4
eighteen	20	0.29195317816154853	4	2
reflection	20	0.2231076854511902	5	8
derive	20	0.22054774666860558	5	5
nobody	20	0.17912265617742226	4	1
thorough	20	0.2949466529650758	5	2
massive	20	0.28852224905582813	5	4
myth	20	0.20992227678982217	6	1
discovery	20	0.24540368834357845	7	4
substance	20	0.24551577155956603	6	7
relatively	20	0.2296167492678471	4	1
convert	20	0.31508387763313606	5	12
load	20	0.2911419890330642	5	14
hence	20	0.2690521779073068	5	3
grain	20	0.27930232125069143	4	15
plain	20	0.28059610426312964	6	11
encounter	20	0.2662748886245112	4	9
establishment	20	0.26130934799624	7	7
academics	20	0.1918830415487685	5	1
scholarship	20	0.20895298641857912	6	2
widely	20	0.24651033954914997	5	3
gradually	20	0.30175744233681423	5	1
ordinary	20	0.3287070745283982	5	7
november	20	0.22077478496976335	4	1
imagination	20	0.1833727558101084	3	3
classic	20	0.3111696867588523	5	5
socialism	20	0.1315892087205095	8	2
rear	20	0.25473575558030903	5	11
championship	20	0.24490248516497132	5	3
don	20	0.23195532911065517	4	7
conservation	20	0.27147137678100397	7	3
climate	20	0.22148860549646132	5	2
agenda	20	0.16732412476065575	7	2
hair	20	0.16497800704715598	5	6
football	20	0.24821194028807195	5	2
cheap	20	0.2526878677221975	4	4
background	20	0.27104038017995735	4	9
capacity	20	0.22980373454063746	5	9
architect	20	0.2248528266630668	5	1
revolution	20	0.19172594452004682	6	3
occasional	20	0.26277879623762945	7	4
layer	20	0.23602101283337498	6	6
excitement	20	0.1670977732122763	5	4
westminster	20	0.24958554087321133	8	1
achievement	20	0.2135848231668541	7	1
ancient	20	0.276767384084665	5	4
selection	20	0.24222932532601732	4	5
perceive	20	0.3036642591938924	5	2
fist	20	0.16660890544100906	7	1
chair	20	0.2942489328294935	7	7
dy	20	0.23117913446858007	6	1
charm	20	0.2552998536674273	6	8
settlement	20	0.2742358438364979	4	7
feed	20	0.2617297260206083	5	13
alarm	20	0.22322903805105704	6	6
unlikely	20	0.20302104673392427	6	3
strengthen	20	0.30099472365405905	5	3
tip	20	0.3506257968304889	5	14
lock	20	0.26423659026745167	5	15
italian	20	0.29761793663628194	4	3
celebrate	20	0.29058013980627806	4	3
digital	20	0.21438804028205122	6	3
totally	20	0.2631394472993517	5	1
communication	20	0.2813062517588222	6	3
states	20	0.20026054121434064	5	11
sister	20	0.2414629785211692	5	4
monitor	20	0.32887945085219605	3	9
song	20	0.24691374966696705	4	6
lucky	20	0.22367706332824716	7	3
pen	20	0.2995210175681615	6	6
forest	20	0.2528048641085709	5	3
native	20	0.33800631817603255	4	7
australian	20	0.2532919850948837	4	3
package	20	0.3065241509914169	5	4
quarter	20	0.29644173768564924	6	18
defendant	20	0.17184774956704343	7	1
privilege	20	0.22030287409962662	8	4
composition	19	0.22687885191313137	5	9
sympathetic	19	0.2558386030662566	4	6
paisley	19	0.21599428046517646	5	1
principal	19	0.3010078262803469	5	7
climax	19	0.18708198191642023	6	6
accident	19	0.18396953025129162	5	2
concentration	19	0.2439778588284439	5	7
subjective	19	0.18184080024251753	3	2
removal	19	0.23323708889838252	6	2
fence	19	0.22412761996055788	5	7
expose	19	0.31729353698382345	6	10
script	19	0.27340476536297925	4	4
acid	19	0.24300582313248736	6	5
heavily	19	0.3066865872111178	4	7
nose	19	0.19056020234341867	7	14
confirm	19	0.29728330737963765	5	5
jean	19	0.23917906308742562	4	2
nervous	19	0.2502430240246892	5	5
conviction	19	0.18033575162008553	7	2
roof	19	0.1848133863369017	5	5
comfort	19	0.27279351238535143	5	9
confusion	19	0.14945675433447722	1	5
victorian	19	0.2489653351302539	5	4
hint	19	0.2123093418718258	3	6
regularly	19	0.3231327931673254	5	3
monetary	19	0.1843658337687061	6	1
strange	19	0.26025052907342794	4	3
bond	19	0.2071423364146232	7	14
treasury	19	0.24055665622294495	4	6
chemical	19	0.28193887641230136	3	3
refugee	19	0.2261447027208155	4	1
martin	19	0.28281972664100524	5	5
tragedy	19	0.19418510107551962	6	2
electorate	19	0.17104086098736784	7	1
thatch	19	0.2612346443885157	5	5
dutch	19	0.3007981004760326	4	3
van	19	0.25577849290278776	4	5
impression	19	0.16688363865983877	5	9
disappear	19	0.24074447108223818	3	4
policing	19	0.1395289640101294	6	1
naturally	19	0.3073990638669197	4	4
sand	19	0.22536571928495452	4	4
supposed	19	0.3981070694416905	4	9
shakespeare	19	0.19400710575630037	7	1
activist	19	0.20055273080111755	9	2
skin	19	0.25914461932898086	5	10
beneath	19	0.26986087235626605	4	1
dear	19	0.2052800598184762	4	8
desk	19	0.16864837981108785	6	1
grip	19	0.29790316918238935	5	10
pause	19	0.22844043854451418	6	4
root	19	0.2747771142009071	4	14
hero	19	0.2546340428090346	5	7
panel	19	0.24727342471993458	4	10
bid	19	0.22286734133897648	6	10
troop	19	0.2117018957257102	5	6
provision	19	0.22178657717964892	5	5
squad	19	0.2302348732749364	4	3
relax	19	0.2908892476355431	4	8
designer	19	0.22720000179175928	6	5
symphony	19	0.17156803159529055	4	2
adequate	19	0.2573478608177898	4	3
sheffield	19	0.2682434191988803	6	1
similarly	19	0.31962066804525907	6	1
brush	19	0.2618255439810449	4	15
descent	19	0.17268150695770598	5	6
client	19	0.2061964106422	7	3
walker	19	0.2915382962214539	4	6
habit	19	0.24255642226154342	5	7
morton	19	0.1760210128198074	4	1
typically	19	0.35062053254105136	5	1
telegraph	19	0.19229899329936428	5	2
artistic	18	0.23424274672855352	6	3
abstract	18	0.25932696402820515	5	9
topic	18	0.17876794146553518	7	2
comparison	18	0.20098757836938272	5	3
equivalent	18	0.24358919115539246	4	3
ex	18	0.30180002737115785	6	4
promote	18	0.2777416748168629	5	5
undertake	18	0.2690666328931859	4	5
cell	18	0.2103787164055509	6	7
crash	18	0.2338562232330924	4	18
extension	18	0.27112297780445815	5	12
fringe	18	0.29443219906902995	6	8
stream	18	0.2580002344175609	4	10
witness	18	0.27886518501181423	4	7
constitute	18	0.2620034190935466	4	4
philosophical	18	0.18795641572161984	5	2
currently	18	0.31346119633173397	7	1
proceed	18	0.2436394530400473	5	5
horizontal	18	0.23544802328257017	5	2
hole	18	0.18943756999158592	5	10
dostoevsky	18	0.1291645744917673	3	1
wild	18	0.25629263653819256	4	17
medieval	18	0.27758238037280913	6	3
accounts	18	0.2188070331750982	5	14
intend	18	0.24226692336090855	6	4
primarily	18	0.33197676335352005	7	2
ie	18	0.3409397731693369	4	2
academy	18	0.207983455834172	4	4
ritual	18	0.2727802683097191	6	5
champion	18	0.2777868651627741	4	6
blame	18	0.2353649162380235	4	6
excessive	18	0.24625681901062002	5	2
loyalty	18	0.1800249291401436	5	3
sexual	18	0.1971767079645652	4	3
pitch	18	0.3376392756443937	3	22
sharply	18	0.28621470355610695	4	4
restore	18	0.3016519138616722	4	5
advocate	18	0.25648969414286227	7	4
rejection	18	0.1628192731281398	4	4
stephen	18	0.16459224326911567	5	1
highlight	18	0.30790393667917426	4	4
consumer	18	0.2563225010936236	4	1
empty	18	0.28785472768888254	5	10
coup	18	0.16079683513954804	3	2
regional	18	0.328670563217716	3	2
sole	18	0.3234521137093395	4	7
holiday	18	0.2583902006719334	5	3
praise	18	0.2697035422871477	4	3
predict	18	0.24148166856407827	5	2
overwhelm	18	0.3235356733111043	5	4
nationalism	18	0.15337621912158525	6	4
monday	18	0.20730466249071886	4	1
formula	18	0.2478016972446243	7	7
notion	18	0.1586634968660279	3	4
resistance	18	0.2645776942895772	6	11
frank	18	0.25458681950672496	5	6
foundation	18	0.26226327714556197	5	7
latin	18	0.27263581225285616	6	7
bull	18	0.2603098616009826	6	15
arrival	18	0.2131235737011063	5	3
eager	18	0.23577651858248416	6	2
tooth	18	0.2098602761335703	5	5
bra	18	0.18599708212589058	5	1
performer	18	0.2610105227730353	5	1
brilliant	18	0.2827781222986091	5	6
characteristic	18	0.28769758568345316	5	5
closer	18	0.2641121723125865	5	18
software	18	0.19684924252582497	4	1
stake	18	0.18756892678811876	6	10
electric	18	0.27625385811961745	4	4
mao	18	0.1455389777408	6	2
pope	18	0.19170845363700328	6	2
seminar	18	0.2122081072374118	5	2
studio	18	0.24509767838946672	4	3
higher	18	0.2695958897249316	5	9
thin	18	0.22487117722641273	4	13
cater	18	0.2756347165850364	6	2
govern	18	0.2952089654839617	6	4
prior	18	0.30798258368028103	5	2
plastic	18	0.2351088144241285	4	5
forum	18	0.2817223180505212	5	2
assess	18	0.27319742971470495	4	8
anxious	18	0.22875746455637458	6	2
detect	18	0.2680843569362585	5	1
flower	18	0.20286316299655244	4	4
wales	18	0.17878406346926046	7	3
shed	18	0.15811431997001676	7	6
consultation	18	0.18192381084852574	6	3
pup	18	0.15814292286718207	5	3
neglect	17	0.28654811907172517	4	9
rome	17	0.20486993303125237	5	2
hierarchy	17	0.18961849033671355	5	2
coalition	17	0.2210572702728328	5	3
merit	17	0.2768759466896979	2	3
finding	17	0.18961023354523324	6	19
observation	17	0.19929769475694115	6	5
behave	17	0.19428426490586095	3	3
involvement	17	0.21253011353730145	6	5
conversation	17	0.1738126542910409	4	1
smoke	17	0.2163046395385828	3	10
false	17	0.273713868954754	5	11
essentially	17	0.30661562210247406	5	1
resist	17	0.25591991597863284	4	6
sensation	17	0.1710630832245401	6	5
thought	17	0.19022226691736027	4	17
pure	17	0.3010202358314642	5	7
assumption	17	0.14911251472162548	5	7
complain	17	0.17500116194513626	4	2
explanation	17	0.16464730781801457	4	3
passenger	17	0.2651875023691456	5	1
shade	17	0.24520516283130706	3	13
solid	17	0.29104094458103136	5	18
controversy	17	0.1830624302458847	4	1
reward	17	0.2606877177086552	5	8
magic	17	0.2389143701038321	5	3
vague	17	0.26573387880118565	4	3
gentle	17	0.2879378751704695	5	10
surplus	17	0.24385789571894384	5	2
tea	17	0.19943388951880658	3	5
female	17	0.2780228082596923	5	5
japan	17	0.2572196227308461	4	5
ownership	17	0.24281206996468202	3	3
muscle	17	0.1527506363059603	6	6
enterprise	17	0.2538064088466147	2	3
electoral	17	0.1785862204686182	4	2
traffic	17	0.22336564289824248	5	6
elect	17	0.288724874869111	2	5
guardian	17	0.20329037005263137	4	1
entertainment	17	0.20785906964291564	7	1
disturb	17	0.28303695369205994	4	5
occupational	17	0.21229001688957364	6	1
phase	17	0.2888500706395824	4	6
priest	17	0.20298912979489414	4	2
alter	17	0.27312653522518743	6	5
extraordinary	17	0.297945407542007	5	3
update	17	0.2859103040640281	5	4
pleasure	17	0.18075294012412282	5	5
patient	17	0.2148147794518323	4	3
fun	17	0.18215479464432296	5	4
twelve	17	0.34950047596763073	5	2
float	17	0.31097194486302987	4	16
visitor	17	0.23546545190274853	3	1
sensitive	17	0.29431681371378793	3	6
knee	17	0.2042012152584404	6	3
grass	17	0.23226120814945728	5	11
bag	17	0.18427452460605134	4	14
blow	17	0.2386913083340827	4	29
pow	17	0.30342964736207473	4	1
illusion	17	0.17014939405279203	6	4
origin	17	0.2765591438218019	6	6
prince	17	0.2549416316604482	5	1
embrace	17	0.3333350560906717	5	6
smooth	17	0.3166639965681964	3	12
baby	17	0.25192420390560527	4	8
incorporate	17	0.30450820512875776	5	5
broadcast	17	0.2706449375745102	4	5
sympathy	17	0.1989138151204632	5	3
spite	17	0.17054049263800855	6	3
sub	17	0.34468058622904457	5	3
hostile	17	0.3073008138299064	4	6
index	17	0.2787544111882615	6	8
rover	17	0.19597029520905254	6	2
decisive	17	0.29067617012455776	5	4
concert	17	0.21743354738005435	6	3
housing	17	0.21973658828366147	4	5
pretty	17	0.23559693463817144	4	3
crop	17	0.20722128380516178	6	12
landscape	17	0.2361724243906959	5	6
developer	17	0.23576871284961792	4	2
midland	17	0.23378436801311075	7	3
chip	17	0.2167093018707931	5	14
deposit	17	0.26165281985394984	5	12
optical	17	0.1954231156488109	6	3
draft	17	0.2883040568681101	4	14
jockey	17	0.19736852694073329	4	5
plate	16	0.21498672606977215	4	16
covenant	16	0.16134439935090117	7	4
organize	16	0.3220404180119884	4	6
statistics	16	0.18800786374009792	3	2
founded	16	0.2801581433580413	4	3
educational	16	0.2347653367737153	6	2
dual	16	0.28257680485116027	5	3
merge	16	0.2962135899793062	5	3
outlook	16	0.22726997864398435	4	3
cake	16	0.1696633505950826	5	4
volume	16	0.2513529417053326	4	6
sensible	16	0.3241960336971379	4	4
explore	16	0.2016976388749724	7	4
trip	16	0.1990933764774472	5	12
spiritual	16	0.22633685617738825	4	5
yellow	16	0.24836987090281543	5	8
urge	16	0.2752287380529282	3	5
nowhere	16	0.17684688312172378	5	2
predictable	16	0.22504789603968753	5	1
tennis	16	0.22613720204091325	7	1
dust	16	0.2173373001219739	2	7
tournament	16	0.21888647722029678	6	2
slide	16	0.2908803697785032	6	10
peak	16	0.3133524413148343	4	8
conceive	16	0.26684929680573166	5	3
printer	16	0.1438623056157012	6	3
edward	16	0.23608435208676634	4	10
desirable	16	0.24909789755441136	5	2
golden	16	0.2415449393336865	4	6
disarmament	16	0.1199949958993031	5	1
invent	16	0.2955446816091863	4	2
hunt	16	0.32445397210289384	4	15
won	16	0.2816454507054092	4	7
appreciate	16	0.2508321636174897	6	5
behalf	16	0.17403655452394612	4	2
winner	16	0.25991355601221006	4	3
taste	16	0.20772362303042208	3	13
extract	16	0.31836287919380024	5	10
abroad	16	0.20361221829039733	3	4
colony	16	0.2369517642937152	6	6
negotiation	16	0.19023779908702299	4	2
punishment	16	0.16872538279900073	3	1
routine	16	0.30196098161677587	5	4
offence	16	0.1555642319628912	5	5
informal	16	0.2929359784561263	3	4
quick	16	0.2899032664708568	5	8
greek	16	0.24074751890695342	5	3
liberty	16	0.23314810227951638	6	5
shake	16	0.22407749783771558	4	15
tutor	16	0.20828562383804078	5	3
gentleman	16	0.1426123690030558	6	2
meeting	16	0.1779179376117106	5	19
expectation	16	0.1597631584770381	5	4
shout	16	0.19431276861143115	5	5
aircraft	16	0.23198973946618934	5	1
waist	16	0.14997043402764518	5	2
twist	16	0.2580932265051772	5	23
elbow	16	0.17954867568907965	5	7
boom	16	0.2468256758738437	2	10
code	16	0.2371937633059426	4	5
shoe	16	0.1994193065820059	4	5
cap	16	0.2772594949129139	4	11
fairy	16	0.16109494074720423	5	2
rose	16	0.29063835426859574	5	21
leitmotif	16	0.15366610961100166	5	1
possibly	16	0.304450317636218	6	2
joke	16	0.15795624722695167	4	6
genius	16	0.2237502340486616	4	5
adviser	16	0.1878020672940916	5	1
appoint	16	0.3053583519170435	4	3
strand	16	0.2980622442358589	3	9
gorbachev	16	0.1188407353743979	4	1
corporation	16	0.239283272241972	5	2
twin	16	0.31060719484782684	6	9
pair	16	0.2632324321077385	4	9
weak	16	0.3020376471885762	4	12
barn	16	0.1798046673381641	3	2
connect	16	0.23100491921996208	4	11
merger	16	0.19454263098438512	5	2
explicit	16	0.25451467109688597	3	2
democrat	16	0.187305182599532	6	2
electricity	16	0.22153403059437882	4	3
similarity	16	0.17375994558304664	5	2
russia	16	0.20385351104733943	5	4
sergeant	16	0.2060528590611666	6	3
propaganda	16	0.21394415437484912	5	1
expense	16	0.17242132709073005	3	4
camera	16	0.19892468345280828	5	2
amateur	16	0.22744480754040675	6	4
stimulus	16	0.1603742991770643	5	1
compress	16	0.2494399665504907	6	3
wipe	16	0.24465954005224866	5	2
universe	16	0.18524514811411877	4	3
rudder	16	0.11268204485165303	7	2
assurance	16	0.1917648143947417	7	4
philip	16	0.28110692443586394	1	1
graphics	16	0.15762569524390174	7	3
coast	16	0.2235877894369925	3	5
coil	16	0.13638997782056217	5	9
levi	16	0.17026262564127317	6	1
font	16	0.09982138957883219	6	2
lesson	15	0.2002846430515947	4	4
contest	15	0.3456553877410516	4	3
structural	15	0.22682253082667386	5	6
publicity	15	0.22100039665222046	4	2
extremely	15	0.25019266351720515	4	2
belfast	15	0.2379519868139336	5	1
efficiency	15	0.25630567651541303	4	2
pupil	15	0.23416133829570196	4	3
cook	15	0.3017453777153863	4	7
burn	15	0.24990953803597613	6	20
mistake	15	0.1612880088859151	5	5
wise	15	0.2859670011291155	3	7
scope	15	0.2260821312571793	4	4
pursue	15	0.251167780003624	5	4
curve	15	0.2720517548217439	6	10
philosopher	15	0.1586075168827303	5	2
confuse	15	0.2610930473292166	4	5
outline	15	0.31285041390043605	4	6
thereby	15	0.2524149399548925	5	1
sophisticate	15	0.2872292106919893	4	5
global	15	0.25426905913691106	4	2
acquisition	15	0.23684455566691762	3	4
possession	15	0.22738727954200286	6	7
schedule	15	0.27325425617215676	3	4
fleet	15	0.2763752434018468	4	7
sad	15	0.22461425779321498	3	3
rhetoric	15	0.1833270718349558	5	4
signify	15	0.2211899948420372	6	3
comprise	15	0.32487202350500566	4	3
verse	15	0.1629034898022984	4	5
clarity	15	0.18870496322595398	5	2
realize	15	0.17011998546466855	6	6
confident	15	0.18677031928517351	4	3
protest	15	0.2227744695904265	4	6
memorable	15	0.2494600982218317	2	1
choreography	15	0.15350718618782622	3	3
corporate	15	0.26433322618103194	3	4
profile	15	0.29692968485514826	4	7
indian	15	0.2966990722475636	5	5
compromise	15	0.24479886265961817	3	5
closely	15	0.25717281957169374	5	3
lobby	15	0.298871072726455	4	4
pollution	15	0.14952337506810037	3	3
intense	15	0.29562237173405964	4	3
speaker	15	0.21235796604996043	5	3
moon	15	0.18034760200301042	3	9
drum	15	0.2548901511356098	3	9
weakness	15	0.18206504697402356	5	5
rehearsal	15	0.17205952412146788	7	2
bitter	15	0.25070403207568037	6	12
abuse	15	0.21668377120659604	5	7
successor	15	0.24640126869165555	4	3
autumn	15	0.2800467472826312	5	1
ministry	15	0.23770103966026793	4	4
tragic	15	0.2643785345228304	5	2
prevail	15	0.2552032707902364	4	5
compensation	15	0.15634656133222644	5	3
mill	15	0.25561438830685884	5	9
empire	15	0.21035202167726666	5	5
breath	15	0.2417889637089639	4	5
nurse	15	0.2855481546003113	4	7
tourist	15	0.25381833186198627	4	1
steep	15	0.19195214222768733	5	6
laugh	15	0.1641204389941894	6	4
kiss	15	0.19312488248621376	4	6
warmth	15	0.20049799854526545	5	5
spin	15	0.24855258741576802	7	13
comedy	15	0.217528003462562	4	2
drift	15	0.27485343970563636	3	17
glasgow	15	0.2119056505830659	5	1
heel	15	0.1719366261422466	5	11
busy	15	0.23504963877128401	5	6
blade	15	0.16541953901538406	4	9
trap	15	0.2641872591524735	3	12
shot	15	0.202900708770365	5	38
palm	15	0.13444928356284508	6	5
rattle	15	0.26228277551814816	4	5
reliable	15	0.32212634219933006	5	3
forty	15	0.27761922655282295	5	2
integrity	15	0.14868092576100342	4	2
imperial	15	0.2599640432744483	5	6
unnecessary	15	0.28177996127073857	5	1
expand	15	0.3002757370552356	4	7
birthday	15	0.18217205894559463	4	2
takeover	15	0.17041850089820984	3	2
december	15	0.22752892423256216	5	1
theatrical	15	0.19268935883433358	6	3
assistant	15	0.2136989469007085	4	2
planning	15	0.24718059528765218	5	7
dealer	15	0.2286067840715326	5	5
rebel	15	0.27436120576116674	4	5
neat	15	0.2942609026990261	5	6
liberation	15	0.21605985620393742	5	3
invest	15	0.2274269342414293	3	5
subsequently	15	0.3331135786001792	4	1
yorkshire	15	0.23559586042702224	4	1
tin	15	0.22977835522982262	5	7
renaissance	15	0.20811326588017492	4	2
georgian	15	0.21993533092672676	6	7
restaurant	15	0.23486113361465139	4	1
societies	15	0.18795408060266156	5	4
supplement	15	0.27567100770060443	4	6
hat	15	0.1948617200681016	6	4
lane	15	0.23173399947946158	5	2
gear	15	0.23440610311852408	4	5
holland	15	0.2735264203945643	3	1
indication	15	0.14484009856543362	2	5
tile	15	0.17068763292170436	4	4
piano	15	0.1767286254440953	4	4
mutual	15	0.24450882694816228	3	2
headquarter	15	0.2557372889053705	3	1
palace	15	0.22711891557168087	5	4
usefulness	15	0.21751462143158087	5	1
symbol	15	0.2290450761087756	4	2
examination	15	0.17686850189106487	4	5
alexander	15	0.27332185811211185	5	2
employer	15	0.20823610954741595	4	1
foster	15	0.3391991903684172	6	5
stall	15	0.23369165598302633	5	14
devise	15	0.2738992693525359	3	5
platform	15	0.2550738464222546	3	5
parliamentary	15	0.23934149799937868	4	3
rent	15	0.24914535841226637	4	9
select	15	0.35141385192172947	4	3
dirty	15	0.24271867432994335	5	13
funeral	15	0.18849290185500195	5	1
monograph	15	0.17132084077089346	6	1
universal	15	0.2693457140273524	4	7
motion	15	0.20419991246803748	3	8
plane	15	0.28200265071161024	3	9
sheep	15	0.1782801509938004	4	3
program	15	0.24119032412569366	4	10
puppy	15	0.19460470731969956	6	2
edison	15	0.16546246011126947	5	1
republican	15	0.22407723058379397	7	5
paddock	15	0.12847329927387774	6	1
painting	14	0.17529005470250297	5	8
theorist	14	0.15721716470919397	5	1
construct	14	0.34367164204187234	5	7
calculate	14	0.30094950263919884	3	6
folk	14	0.24716576636692225	4	4
denominational	14	0.1686234221503238	5	3
chorus	14	0.17106102704434203	4	7
fifty	14	0.28747266800166077	3	3
institutional	14	0.21309320841705573	5	2
conscious	14	0.265778769405109	3	3
paragraph	14	0.20817476586816502	4	4
translate	14	0.23189198127482658	5	10
afterwards	14	0.2546288986343827	5	1
exception	14	0.196623218243234	4	3
ultimate	14	0.2584420270622954	5	3
bolt	14	0.17311505747612727	5	16
anthony	14	0.21879912156762285	5	2
discourse	14	0.15707462809996708	5	6
combine	14	0.30665107832858135	5	10
crew	14	0.2181878771527497	5	5
trick	14	0.21524289213700923	3	8
limitation	14	0.21234827933494685	4	5
provoke	14	0.22208094237636028	4	4
fiction	14	0.17678994763557537	3	2
humanity	14	0.19911662429598515	5	3
intelligent	14	0.25520003777654976	5	4
split	14	0.3094169025157103	3	18
wholly	14	0.23639805558697138	5	1
survival	14	0.25698220979769054	5	3
efficient	14	0.2599855258549059	4	2
anne	14	0.22436268043953564	5	1
manufacture	14	0.2717140242819136	5	6
vice	14	0.2243900433936791	3	2
dominant	14	0.23670281944552687	5	5
smack	14	0.20460327292229022	4	12
bulk	14	0.2419372187429691	4	5
ken	14	0.16814778198762226	5	2
funny	14	0.20499988205540748	3	5
qualify	14	0.2983720818160073	5	7
blind	14	0.27379554131197353	4	10
declaration	14	0.18671414202395117	6	6
cease	14	0.2345342512677198	3	3
chinese	14	0.26728900393808563	4	4
accuracy	14	0.21146268715773103	3	2
permit	14	0.28813689307771967	4	6
partnership	14	0.209715678631927	4	3
determination	14	0.22670086425378402	6	5
ingredient	14	0.16998460488568407	6	3
bedroom	14	0.16733365153839216	1	1
wednesday	14	0.2033882147315218	4	1
typical	14	0.3120131904140158	3	3
plenty	14	0.2031361144946038	5	3
mission	14	0.2676834200536718	4	5
proceeding	14	0.16818771071498365	5	6
wisdom	14	0.20526303773521	5	5
potentially	14	0.2698974066696945	3	1
unemployment	14	0.1831250742955042	4	1
bronze	14	0.2307431842111359	5	6
inspector	14	0.1990977612812205	5	2
inquiry	14	0.16673307497523532	2	3
tomorrow	14	0.23465055673852628	3	3
curl	14	0.18676477623542936	4	8
glance	14	0.1963642575838061	4	3
cottage	14	0.181740347994648	4	1
ship	14	0.2441546894839055	5	6
incident	14	0.2385551928898806	2	4
width	14	0.17870660550716838	6	1
movements	14	0.22130983800140888	4	11
compete	14	0.19143650583874186	4	1
arabesque	14	0.1819742079324454	6	2
celebration	14	0.1971228455065708	6	3
exit	14	0.26014166227563934	4	6
swan	14	0.20277335613624983	5	4
farmer	14	0.25778502590215074	6	3
hungarian	14	0.3117178160711527	4	3
communicate	14	0.18343971570759576	5	7
exploit	14	0.3219677375454029	4	4
mime	14	0.1620438582900528	7	4
filter	14	0.24024436104029423	6	5
originally	14	0.34524031043120373	2	3
em	14	0.2766734810646429	5	2
revolutionary	14	0.27944891650002424	5	5
stem	14	0.27089031851808115	6	10
ally	14	0.2748854901873538	4	3
dollar	14	0.194436183983522	4	4
khmer	14	0.13349123078705455	4	2
rouge	14	0.13557672947331834	3	2
pot	14	0.2864841283829166	5	10
install	14	0.270195678665537	4	3
forecast	14	0.20106271164265518	5	4
giant	14	0.31225601245593376	3	8
distinct	14	0.2938877266036797	5	5
continuing	14	0.19468790548858442	5	12
numerous	14	0.3325888657570816	4	1
altogether	14	0.32937312009492387	4	4
clients	14	0.19190277092176494	6	3
coal	14	0.21670770386764895	3	5
permission	14	0.16638193952474786	6	2
resident	14	0.2777526600697776	5	4
useless	14	0.17824504496065474	5	1
brighton	14	0.2303345773205994	4	1
workshop	14	0.25628919205551276	5	2
certificate	14	0.16676106141401062	5	4
agricultural	14	0.27145678123374106	4	2
subsequent	14	0.24713144766558187	6	1
delicate	14	0.24799582245601776	3	7
proof	14	0.1939945989785106	5	12
mail	14	0.20373528368070165	6	7
lee	14	0.2830209669402076	5	9
processor	14	0.17740057792558003	4	3
audio	14	0.2151549076928784	4	4
architecture	14	0.23995695816886628	5	4
stations	14	0.19967808985582197	3	7
render	14	0.32443697010548683	4	14
minimum	14	0.24686387085572162	3	3
edinburgh	14	0.2695068631512907	4	1
compact	14	0.2368825319271752	5	10
sixty	14	0.24936583102893817	8	2
cheque	14	0.15616356524127603	6	2
boot	14	0.22163098703200987	6	9
rating	14	0.1581252840650666	5	13
promotion	14	0.2768244684553269	4	4
rally	14	0.26068573149806357	4	10
floppy	14	0.12984573145575376	5	2
pc	14	0.2105325954187696	5	1
scan	14	0.2326088810904317	3	9
presbyterian	14	0.18492414293577758	4	1
deliberately	13	0.23218986507503725	3	2
theoretical	13	0.1892575525440079	4	2
morality	13	0.17669285892808742	4	2
abortion	13	0.15075922081300316	5	2
column	13	0.2415524024589313	4	9
constitutional	13	0.22914943707492347	3	5
dublin	13	0.20554693976150923	5	1
inherently	13	0.17505726055164417	5	1
personnel	13	0.24913090395709098	6	2
secondary	13	0.30886407156176754	6	7
till	13	0.24800201211801554	5	4
gather	13	0.28231002693681523	5	11
implement	13	0.25063840026855744	4	4
underground	13	0.27754861718632673	5	6
accommodate	13	0.28566985193198924	4	7
beliefs	13	0.1403718032944795	5	2
modest	13	0.27221098320204784	5	7
bold	13	0.2809303891279326	5	4
identical	13	0.25141777592426406	6	5
sketch	13	0.2703237945539727	4	6
framework	13	0.21149699802376382	4	3
bite	13	0.22531125604181662	3	13
provincial	13	0.3004453002866761	3	4
heritage	13	0.2750280622995286	5	4
observer	13	0.2391669835884827	6	2
genuinely	13	0.28916910138363866	4	2
raskolnikov	13	0.20217197817675633	4	1
metre	13	0.23492757954438115	3	3
derrida	13	0.13315140942131481	4	1
